waste,wst_oper,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EE_ATD,MKT,KG_HAB,DE	: 	0.16 	0.15 	0.11 	0.12 	0.13 	0.14 	0.17 	0.16 	0.16 	0.15 	0.14 	0.18 	: 
EE_ATD,MKT,KG_HAB,DK	: 	0.1 	0.08 	0.08 	0.08 	0.07 	0.08 	0.11 	0.14 	0.09 	0.11 	0.09 	0.06 	: 
EE_ATD,MKT,KG_HAB,EE	: 	0 	0 	0.06 	0.02 	0 	0 	0.02 	0.01 	0 	0 	0 	0.02 	: 
EE_ATD,MKT,KG_HAB,EL	: 	0.1 	0.08 d	0.05 	0.03 e	0.01 e	0.01 e	0.02 e	0.04 	0.08 	0.09 	0.33 	0.09 	0.04 
EE_ATD,MKT,KG_HAB,ES	: 	0.24 	0.16 	0.2 	0.16 	0.14 	0.15 	0.14 	0.16 	0.17 	0.16 	0.26 	: 	: 
EE_ATD,MKT,KG_HAB,EU27_2020	: 	0.18 s	0.15 s	0.14 	0.14 	0.12 	0.13 	0.14 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,KG_HAB,EU28	: 	0.17 s	0.15 s	0.15 	0.14 	0.12 	0.13 	0.14 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,KG_HAB,FI	: 	0.09 	0.13 	0.12 	0.13 	0.11 	0.1 	0.22 	0.09 	0.37 	0.15 	0.14 	0.16 	0.05 
EE_ATD,MKT,KG_HAB,FR	: 	0.18 	0.2 	0.2 	0.15 	0.15 	0.15 	0.19 	0.1 	0.09 	0.18 	0.19 	0.18 	: 
EE_ATD,MKT,KG_HAB,HR	: 	0.26 	0.19 	0.12 	0.11 	0.05 	0.09 	0.1 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,KG_HAB,HU	: 	0.05 	0.03 	0.03 	0.04 	0.04 	0.04 	0.07 	0.08 	0.03 	0.06 	0 	0.04 	0.02 
EE_ATD,MKT,KG_HAB,IE	: 	0.12 	0.17 	0.14 	0.28 	0.18 	0.13 	0.14 	0.08 	0.21 	0.1 	0.07 	: 	: 
EE_ATD,MKT,KG_HAB,IS	: 	0.03 	0.03 	0.02 	0.01 	0.04 	0.1 	0.04 	0.04 	0.05 	: 	: 	: 	: 
EE_ATD,MKT,KG_HAB,IT	: 	: 	: 	0.23 	0.3 	0.19 	0.2 	0.19 	0.17 	0.09 	0.42 	0.45 	: 	: 
EE_ATD,MKT,KG_HAB,LT	: 	0.11 	0.17 	0.05 	0.06 	0.04 	0.01 	0.01 	0.01 	0.01 	0.05 	0.01 	0.01 	0.01 
EE_ATD,MKT,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,MKT,KG_HAB,LV	: 	0.11 	0.12 	0.08 	0.07 	0.05 	0.02 	0.03 	0.02 	0.03 	0.1 	0.09 	: 	: 
EE_ATD,MKT,KG_HAB,MT	: 	0.23 	0.21 	0.07 	0.22 	0.24 	0.14 	0.22 	0.22 	0.16 	0.2 	0.11 	0.06 	0.08 
EE_ATD,MKT,KG_HAB,NL	: 	0.14 	0.15 	0.16 	0.13 	0.22 	0.28 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,KG_HAB,NO	: 	0.1 	0.07 	0.29 	0.22 	0.15 	0.24 	0.35 	0.32 	0.53 	0.25 	0.25 	0.05 	0.06 
EE_ATD,MKT,KG_HAB,PL	: 	0.06 	0.09 	0.11 	0.07 	0.05 	0.05 	0.08 	0.06 	0.06 	0.11 	0.07 	0.08 	: 
EE_ATD,MKT,KG_HAB,PT	: 	0.09 	0.07 	0.06 	0.06 	0.06 	0.16 	0.09 	0.1 	0.19 	0.25 	0.16 	0.17 	0.13 
EE_ATD,MKT,KG_HAB,RO	: 	: 	0.06 	0.04 	0.02 	0.02 	0.02 	0.01 	0.02 	0.01 	0.02 	0.02 	0.01 	: 
EE_ATD,MKT,KG_HAB,SE	: 	0.13 	0.08 	0.07 	0.06 	0.15 	0.13 	0.07 	0.08 	0.1 	0.12 	0.09 	0.07 	0.03 
EE_ATD,MKT,KG_HAB,SI	: 	0.21 	0.19 	0.06 	0.06 	0.07 	0.13 	0.15 	0.12 	0.15 	0.21 	0.17 	0.13 	: 
EE_ATD,MKT,KG_HAB,SK	: 	0.05 	0.04 	0.05 	0.04 	0.03 	0.05 	0.04 	0.02 	0.01 	0.03 	0.02 	0.03 	0.03 
EE_ATD,MKT,KG_HAB,UK	: 	0.13 	0.15 	0.2 	0.17 d	0.13 	0.12 	0.12 	0.13 	0.13 	0 	0 	: 	: 
EE_ATD,MKT,T,AT	2650 	2411 	2347 	1955 	1553 	1346 	1332 	1217 	1115 	984 	1156 	1015 	880 	498 
EE_ATD,MKT,T,BE	3135 	2555 	2395 	2396 	3163 	2417 	2760 	3364 	2810 	2857 	1593 	763 	816 	337 
EE_ATD,MKT,T,BG	: 	256 	423 	327 d	284 d	173 	210 	285 	181 	199 	: 	: 	: 	: 
EE_ATD,MKT,T,CY	: 	5 	14 	170 	6 	13 	51 	37 	29 	38 	31 	118 e	: 	: 
EE_ATD,MKT,T,CZ	1062 	1088 	407 	465 	581 	713 	857 	764 	623 	414 	660 	522 	: 	: 
EE_ATD,MKT,T,DE	19704 	12950 	12639 	8611 	9509 	10247 	11589 	13574 	13237 	13353 	12465 	11362 	14972 	: 
EE_ATD,MKT,T,DK	402 	593 	468 	447 	476 	416 	447 	625 	772 	481 	603 	517 	353 	: 
EE_ATD,MKT,T,EE	3 	4 	1 	77 	30 	3 	3 	27 	16 	3 	0 	4 	31 	: 
EE_ATD,MKT,T,EL	1322 	1035 	834 d	584 	303 e	116 e	142 e	218 e	475 	910 	1048 	3689 	1005 	476 
EE_ATD,MKT,T,ES	11072 	11218 	7614 	9086 	7648 	6544 	7139 	6569 	7303 	7665 	7206 	11551 	: 	: 
EE_ATD,MKT,T,EU27_2020	: 	79003 s	67014 s	63294 	61510 	54172 	59356 	61235 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,T,EU28	: 	87698 s	76533 s	76460 	72404 	62263 	66793 	69054 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,T,FI	704 	511 	704 	670 	708 	581 	554 	1181 	507 	1970 	821 	724 	843 	263 
EE_ATD,MKT,T,FR	9428 	12082 	13067 	13231 	9756 	9784 	10103 	12227 	6700 	5710 	11817 	12194 	11284 	: 
EE_ATD,MKT,T,HR	894 	1086 	813 	518 	451 	202 	387 	412 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,T,HU	: 	476 	279 	331 	405 	442 	393 	691 	823 	340 	625 	44 	367 	224 
EE_ATD,MKT,T,IE	571 	575 	824 	651 	1307 	837 	577 	636 	352 	972 	439 	312 	: 	: 
EE_ATD,MKT,T,IS	: 	12 	9 	7 	4 	13 	31 	13 	13 	15 	: 	: 	: 	: 
EE_ATD,MKT,T,IT	: 	: 	: 	14058 	18194 	11644 	12201 	11400 	10368 	5502 	24455 	26139 	: 	: 
EE_ATD,MKT,T,LT	: 	311 	501 	132 	188 	109 	42 	41 	45 	38 	146 	46 	40 	40 
EE_ATD,MKT,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,MKT,T,LV	98 	208 	243 	158 	137 	96 	45 	68 	39 	69 	220 	202 	: 	: 
EE_ATD,MKT,T,MT	: 	108 	96 	33 	94 	100 	57 	92 	90 	66 	81 	43 	23 	33 
EE_ATD,MKT,T,NL	2167 	2463 	2507 	2771 	2111 	3732 	4637 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,MKT,T,NO	363 	507 	374 	1526 	1134 	755 	1194 	1711 	1560 	2536 	1170 	1170 	220 	288 
EE_ATD,MKT,T,PL	: 	2460 	3583 	4072 	2612 	1916 	1998 	3102 	2436 	2436 	4120 	2823 	3002 	: 
EE_ATD,MKT,T,PT	: 	932 	737 	626 	609 	609 	1645 	937 	1102 	2005 	2648 	1686 	1800 	1406 
EE_ATD,MKT,T,RO	: 	: 	1094 	809 	483 	349 	370 	261 	387 	249 	457 	502 	208 	: 
EE_ATD,MKT,T,SE	6318 	1347 	752 	704 	557 	1485 	1275 	693 	725 	937 	1068 	859 	626 	235 
EE_ATD,MKT,T,SI	: 	439 	385 	133 	122 	138 	263 	308 	254 	303 	421 	344 	254 	: 
EE_ATD,MKT,T,SK	: 	248 	228 	279 	225 	161 	280 	213 	84 	72 	155 	97 	180 	149 
EE_ATD,MKT,T,UK	5706 	8694 	9520 	13167 	10894 d	8091 	7437 	7819 	8048 	8020 	12 	24 	: 	: 
EE_ATD,RCV,KG_HAB,AT	: 	0.03 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0.02 	0.01 	0.01 	0 
EE_ATD,RCV,KG_HAB,BE	: 	0.04 	0.07 	0.04 	0.04 	0.1 	0.11 	0.11 	0.1 	0.13 	0.02 	0 	: 	: 
EE_ATD,RCV,KG_HAB,BG	: 	0.02 	0.02 	0.02 	0 	0.01 	0.04 	0.02 	0.03 	0.01 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,CY	: 	0 	0 	0.07 	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,CZ	: 	0.01 	0.02 	0.02 	0.01 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_ATD,RCV,KG_HAB,DE	: 	0.01 	0.02 	0.06 	0.07 	0.05 	0.05 	0.05 	0.05 	0.08 	0.06 	0.03 	0.07 	: 
EE_ATD,RCV,KG_HAB,DK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	: 
EE_ATD,RCV,KG_HAB,EE	: 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0.07 	0 	: 	: 
EE_ATD,RCV,KG_HAB,EL	: 	0.06 	0.05 d	0.04 	0.02 d	0.02 d	0.02 d	0.02 d	0.01 	0.03 	0.02 	0.05 	0 	0 
EE_ATD,RCV,KG_HAB,ES	: 	0.03 	0.1 	0.06 	0.15 	0 	0.12 	0 	0 	0.01 	0.01 	0.01 	: 	: 
EE_ATD,RCV,KG_HAB,EU27_2020	: 	0.03 s	0.04 s	0.04 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,EU28	: 	0.03 s	0.04 s	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,FI	: 	0.08 	0.11 	0.1 	0.13 	0.07 	0.07 	0.09 	0.03 	0.09 	0.09 	0.07 	0.08 	0.02 
EE_ATD,RCV,KG_HAB,FR	: 	0.04 	0.04 	0.04 	0.03 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	: 
EE_ATD,RCV,KG_HAB,HR	: 	0.03 	0.03 	0.03 	0.01 	0.01 	0.05 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,HU	: 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,RCV,KG_HAB,IE	: 	0.09 	0.06 	0.48 	0.11 	0.19 	0.09 	0.02 	0.16 	0.04 	0.24 	0.35 	: 	: 
EE_ATD,RCV,KG_HAB,IS	: 	0.01 	0.01 	0.01 	0 	0 	0.03 	0.02 	0.02 	0 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,IT	: 	: 	: 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,LT	: 	0.04 	0.02 	0.02 	0.01 	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0 	0 	0 
EE_ATD,RCV,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_ATD,RCV,KG_HAB,LV	: 	0.03 	0.02 	0.02 	0.02 	0.05 	0.06 	0.06 	0.01 	0.02 	0.01 	0.01 	: 	: 
EE_ATD,RCV,KG_HAB,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,RCV,KG_HAB,NL	: 	0.05 	0.07 	0.06 	0.14 	0.06 	0.1 	0.08 	0.17 	0.1 	0.1 	0.09 	0.07 	0.04 
EE_ATD,RCV,KG_HAB,NO	: 	0.05 	0.06 	0.06 	0.04 	0.09 	0.09 	0.11 	0.04 	0.05 	0.03 	0.02 	0.02 	0.03 
EE_ATD,RCV,KG_HAB,PL	: 	0.03 	0.03 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	: 
EE_ATD,RCV,KG_HAB,PT	: 	0.02 	0.02 	0.02 	0.01 	0.01 	0.01 	0.02 	0.03 	0.11 	0.05 	0.01 	0 	: 
EE_ATD,RCV,KG_HAB,RO	: 	: 	0.01 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	: 
EE_ATD,RCV,KG_HAB,SE	: 	0.04 	0.09 	0.07 	0.05 	0.09 	0.07 	0.04 	0.03 	0.02 	0.01 	0 	0.01 	0 
EE_ATD,RCV,KG_HAB,SI	: 	0.05 	0.05 	0.01 	0.02 	0 	0.02 	0.02 	0.02 	0.03 	: 	: 	: 	: 
EE_ATD,RCV,KG_HAB,SK	: 	0.03 	0.02 	0.04 	0.02 	0.03 	0.04 	0.04 	0.01 	0.01 	0.03 	0.02 	0.03 	0 
EE_ATD,RCV,KG_HAB,UK	: 	0.01 	0.01 	0.01 	0 d	: 	: 	: 	: 	0.01 	0.03 	0.01 	: 	: 
EE_ATD,RCV,PC,AT	94.7 	95.3 	95.2 	91.4 	90.8 	91.2 	92.3 	91.1 	93 	99 	93 	91 	93 	83 
EE_ATD,RCV,PC,BE	81.3 	97.9 	89.8 	67.9 	17.6 	67.7 	78.6 	85.3 	91 	86.4 	65.3 	0 	: 	: 
EE_ATD,RCV,PC,BG	: 	87.8 	93.9 	92.1 	83.3 	91.8 	88.9 	87.1 	82.4 	88.4 	: 	: 	: 	: 
EE_ATD,RCV,PC,CY	: 	: 	93 	94.4 	95 	90 	81 	80 	0 	0 	: 	: 	: 	: 
EE_ATD,RCV,PC,CZ	52.1 	84.6 	83.1 	88.7 	172.4 	89.8 	83.2 	69.4 	72.7 	65.5 	91.3 	88.3 	: 	: 
EE_ATD,RCV,PC,DE	96.9 	97.8 	98.3 	95.2 	96.8 	95.2 	95.9 	97.3 	98.1 	95.7 	96 	96 	94.4 	: 
EE_ATD,RCV,PC,DK	10 	: 	: 	: 	0 	96.2 	100 	100 	82 	0 	89 	18 	97 	: 
EE_ATD,RCV,PC,EE	97.6 	89.4 	96.7 	: 	: 	: 	: 	: 	0 	91.9 	86.8 	: 	: 	: 
EE_ATD,RCV,PC,EL	99.9 	92.6 	102.6 	91.7 	85.8 	91.8 	95.8 	94.7 	90.8 	92.8 	92.8 	98.3 	99 	99 
EE_ATD,RCV,PC,ES	184.3 	91.4 	214.5 	90.4 	65.4 	91.8 	81.7 	74 	85.8 	81.5 	93.1 	88.3 	: 	: 
EE_ATD,RCV,PC,EU27_2020	: 	82.8 s	107.9 s	89.2 	76.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,PC,EU28	: 	83.3 s	107.4 s	89.3 	76.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,PC,FI	96.5 	92.5 	97.8 	92.7 	96.4 	98.4 	99.1 	97.4 	98.4 	93.6 	92 	91 	90 	76 
EE_ATD,RCV,PC,FR	92 	90.5 	91.6 	90.3 	92.6 	95.3 	68.8 	94 	94 	60 	97.7 	77.7 	7 	: 
EE_ATD,RCV,PC,HR	94.9 	93.5 	96.1 	84.7 	94 	98 	98 	0 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,PC,HU	: 	80.4 	90.9 	86.8 	93.8 	93.2 	92.9 	96.9 	95.7 	97.6 	99.1 	100.1 	28.6 	34.1 
EE_ATD,RCV,PC,IE	88.9 	91.4 	94.3 	95.5 	86.5 	82.6 	90.5 	86.3 	85 	84 	80 	77 	: 	: 
EE_ATD,RCV,PC,IS	: 	100 	100 	100 	: 	: 	90 	85.7 	88 	0 	: 	: 	: 	: 
EE_ATD,RCV,PC,IT	: 	: 	: 	73.9 	94.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,PC,LT	: 	88.3 	85.2 	82.6 	78.5 	80.1 	80.4 	80.6 	78.5 	81.4 	72.1 	53.5 	75.5 	0 
EE_ATD,RCV,PC,LU	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 
EE_ATD,RCV,PC,LV	82.4 	85 	90.2 	87.3 	90.2 	98.3 	85 	98.5 	89.5 	86.3 	82 	78 	: 	: 
EE_ATD,RCV,PC,MT	: 	0 	0 	0 	0 	0 	: 	: 	0 	0 	0 	0 	0 	0 
EE_ATD,RCV,PC,NL	64 	48.3 	97.1 	96 	98.3 	50.4 	78.7 	47.3 	98 	93 	89 	87 	90 	77 
EE_ATD,RCV,PC,NO	95.9 	93.1 	97.6 	93.8 	98 	98.5 	98.3 	98.3 	84 	88 	91 	91 	61 	61.3 
EE_ATD,RCV,PC,PL	: 	73 	124.7 	39.7 	37.3 	12 	31.3 	10.9 	60.6 	77.2 	170 	5.8 	0 	: 
EE_ATD,RCV,PC,PT	: 	89.4 	91.7 	90.7 	85.9 	91.1 	97 	90.4 	96 	88 	78.3 	96 	0 	: 
EE_ATD,RCV,PC,RO	: 	: 	88.4 	82.9 	92.9 	92.3 	89.8 	90.9 	91 	90 	89 	78 	: 	: 
EE_ATD,RCV,PC,SE	69 	88.1 	94 	97.7 	100 	98.5 	100 	99.7 	99.8 	99.9 	82 	13 	98 	98 
EE_ATD,RCV,PC,SI	: 	96.4 	85.1 	92.5 	108.5 	76.5 	88.2 	92.8 	80.9 	58 	: 	: 	: 	: 
EE_ATD,RCV,PC,SK	: 	89.8 	91.9 	85.6 	55.2 	93.5 	91.4 	88.1 	93.7 	94.9 	87.2 	89.5 	90.6 	0 
EE_ATD,RCV,PC,UK	95 	95 	96 	91.4 	89.8 	0 	0 	0 	: 	84.9 	87 	87 	: 	: 
EE_ATD,RCV,T,AT	104 	270 	138 	68 	51 	52 	49 	47 	60 	27 	134 	79 	105 	30 
EE_ATD,RCV,T,BE	2298 	443 	760 	467 	481 	1143 	1195 	1169 	1101 	1377 	182 	0 	: 	: 
EE_ATD,RCV,T,BG	: 	176 	152 	145 	22 	69 	273 	162 	190 	80 	: 	: 	: 	: 
EE_ATD,RCV,T,CY	: 	0 	1 	61 	5 	5 	12 	7 	0 	0 	: 	: 	: 	: 
EE_ATD,RCV,T,CZ	134 	112 	220 	170 	89 	45 	44 	45 	36 	17 	7 	6 	: 	: 
EE_ATD,RCV,T,DE	1200 	1144 	1543 	4569 	5713 	3772 	3842 	3912 	3766 	6173 	4994 	2400 	5506 	: 
EE_ATD,RCV,T,DK	1 	0 	0 	0 	0 	0 	27 	13 	7 	0 	19 	3 	53 	: 
EE_ATD,RCV,T,EE	11 	7 	4 	0 	0 	0 	0 	0 	0 	0 	97 	0 	: 	: 
EE_ATD,RCV,T,EL	471 	631 	588 d	441 	223 d	264 d	225 d	175 d	120 	313 	242 	518 	11 	4 
EE_ATD,RCV,T,ES	3817 	1618 	4613 	2733 	6848 	90 	5619 	23 	129 	351 	308 	398 	: 	: 
EE_ATD,RCV,T,EU27_2020	: 	13476 s	18075 s	18828 	21723 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,T,EU28	: 	14136 s	18737 s	19462 	21819 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,T,FI	917 	464 	627 	561 	687 	394 	390 	475 	186 	460 	499 	361 	422 	130 
EE_ATD,RCV,T,FR	3346 	2751 	2746 	2689 	1750 	925 	556 	745 	543 	394 	384 	349 	21 	: 
EE_ATD,RCV,T,HR	110 	111 	138 	141 	58 	56 	210 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,T,HU	: 	75 	77 	48 	65 	50 	71 	41 	26 	31 	45 	13 	16 	13 
EE_ATD,RCV,T,IE	909 	438 	299 	2249 	518 	896 	402 	113 	727 	191 	1072 	1519 	: 	: 
EE_ATD,RCV,T,IS	: 	4 	3 	2 	0 	0 	9 	6 	6 	0 	: 	: 	: 	: 
EE_ATD,RCV,T,IT	: 	: 	: 	2123 	2012 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCV,T,LT	: 	105 	58 	45 	25 	26 	16 	18 	14 	24 	24 	6 	7 	0 
EE_ATD,RCV,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_ATD,RCV,T,LV	57 	52 	31 	32 	42 	110 	121 	132 	27 	48 	28 	27 	: 	: 
EE_ATD,RCV,T,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,RCV,T,NL	1154 	906 	1168 	961 	2322 	976 	1756 	1411 	2765 	1695 	1674 	1446 	1214 	699 
EE_ATD,RCV,T,NO	364 	250 	338 	288 	200 	463 	465 	529 	177 	223 	122 	92 	87 	119 
EE_ATD,RCV,T,PL	: 	1259 	1297 	50 	43 	27 	73 	17 	16 	59 	240 	11 	0 	: 
EE_ATD,RCV,T,PT	: 	213 	222 	203 	59 	150 	60 	259 	370 	1199 	524 	106 	0 	: 
EE_ATD,RCV,T,RO	: 	: 	212 	79 	60 	138 	51 	80 	72 	82 	6 	2 	0 	: 
EE_ATD,RCV,T,SE	478 	409 	860 	733 	478 	864 	622 	393 	252 	190 	124 	14 	111 	42 
EE_ATD,RCV,T,SI	: 	100 	97 	21 	39 	5 	49 	41 	34 	70 	: 	: 	: 	: 
EE_ATD,RCV,T,SK	: 	148 	103 	240 	135 	141 	213 	192 	79 	69 	135 	87 	163 	0 
EE_ATD,RCV,T,UK	829 	660 	662 	634 	96 d	: 	: 	: 	: 	547 	2091 	776 	: 	: 
EE_ATD,RCY_REU,KG_HAB,AT	: 	0.03 	0.02 	0.01 	0.01 	0.01 	0 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	0 
EE_ATD,RCY_REU,KG_HAB,BE	: 	0.04 	0.06 	0.04 	0.04 	0.1 	0.1 	0.1 	0.1 	0.12 	0.02 	0 	: 	: 
EE_ATD,RCY_REU,KG_HAB,BG	: 	0.02 	0.02 	0.02 	0 	0.01 	0.04 	0.02 	0.03 	0.01 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,CY	: 	0 	0 	0.07 	0.01 	0.01 	0.01 	0.01 	0 	0 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,CZ	: 	0.01 	0.02 	0.02 	0.01 	0 	0 	0.01 	0 	0 	0 	0 	: 	: 
EE_ATD,RCY_REU,KG_HAB,DE	: 	0.01 	0.02 	0.05 	0.07 	0.04 	0.05 	0.05 	0.04 	0.07 	0.06 	0.03 	0.05 	: 
EE_ATD,RCY_REU,KG_HAB,DK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.01 	: 
EE_ATD,RCY_REU,KG_HAB,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.07 	0 	: 	: 
EE_ATD,RCY_REU,KG_HAB,EL	: 	0.06 	0.05 d	0.04 	0.02 d	0.02 d	0.02 d	0.02 	0.01 	0.03 	0.02 	0.05 	0 	0 
EE_ATD,RCY_REU,KG_HAB,ES	: 	0.03 	0.1 	0.06 	0.14 	0 	0.12 	0 	0 	0 	0.01 	0.01 	: 	: 
EE_ATD,RCY_REU,KG_HAB,EU27_2020	: 	0.03 s	0.04 s	0.04 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,EU28	: 	0.03 s	0.03 s	0.04 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,FI	: 	0.08 	0.09 	0.08 	0.1 	0.06 	0.06 	0.09 	0.03 	0.06 	0.09 	0.07 	0.07 	0.02 
EE_ATD,RCY_REU,KG_HAB,FR	: 	0.04 	0.04 	0.04 	0.02 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	: 
EE_ATD,RCY_REU,KG_HAB,HR	: 	0.02 	0.03 	0.03 	0.01 	0.01 	0.05 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,HU	: 	0.01 	0.01 	0 	0.01 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,RCY_REU,KG_HAB,IE	: 	0.08 	0.06 	0.41 	0.11 	0.19 	0.09 	0.02 	0.16 	0.04 	0.24 	0.35 	: 	: 
EE_ATD,RCY_REU,KG_HAB,IS	: 	0.01 	0.01 	0.01 	0 	0 	0.03 	0.02 	0.02 	0 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,IT	: 	: 	: 	0.03 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,LT	: 	0.03 	0.02 	0.01 	0.01 	0.01 	0 	0.01 	0 	0.01 	0.01 	0 	0 	0 
EE_ATD,RCY_REU,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_ATD,RCY_REU,KG_HAB,LV	: 	0.03 	0.02 	0.02 	0.02 	0.05 	0.06 	0.06 	0.01 	0.02 	0.01 	0.01 	: 	: 
EE_ATD,RCY_REU,KG_HAB,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_ATD,RCY_REU,KG_HAB,NL	: 	0.05 	0.06 	0.05 	0.12 	0.05 	0.1 	0.07 	0.08 	0.08 	0.1 	0.08 	0.07 	0.04 
EE_ATD,RCY_REU,KG_HAB,NO	: 	0.05 	0.05 	0.05 	0.03 	0.08 	0.08 	0.1 	0.03 	0.04 	0.02 	0.02 	0.02 	0.02 
EE_ATD,RCY_REU,KG_HAB,PL	: 	0.03 	0.03 	0 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	: 
EE_ATD,RCY_REU,KG_HAB,PT	: 	0.02 	0.02 	0.02 	0.01 	0.01 	0.01 	0.02 	0.03 	0.11 	0.05 	0.01 	0 	: 
EE_ATD,RCY_REU,KG_HAB,RO	: 	: 	0.01 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 	: 	: 
EE_ATD,RCY_REU,KG_HAB,SE	: 	0.04 	0.08 	0.07 	0.05 	0.09 	0.07 	0.04 	0.02 	0.02 	0.01 	0 	0.01 	0 
EE_ATD,RCY_REU,KG_HAB,SI	: 	0.04 	0.05 	0.01 	0.02 	0 	0.02 	0.02 	0.02 	0.03 	: 	: 	: 	: 
EE_ATD,RCY_REU,KG_HAB,SK	: 	0.03 	0.02 	0.04 	0.02 	0.03 	0.04 	0.03 	0.01 	0.01 	0.02 	0.02 	0.03 	0 
EE_ATD,RCY_REU,KG_HAB,UK	: 	0.01 	0.01 	0.01 	0 d	: 	: 	: 	: 	0.01 	0.03 	0.01 	: 	: 
EE_ATD,RCY_REU,PC,AT	83.2 	86 	92 	88.9 	85.8 	83.8 	75.9 	87.2 	86 	82 	75 	86 	89 	80 
EE_ATD,RCY_REU,PC,BE	74.2 	88.1 	82.7 	57.7 	15.9 	64.9 	75.3 	82.4 	88.3 	82 	64.2 	0 	: 	: 
EE_ATD,RCY_REU,PC,BG	: 	85.8 	92.1 	91.5 	82.6 	91.7 	88 	75.6 	81.5 	84.3 	: 	: 	: 	: 
